-BEGIN HEADER-
Parameter(s): 
T2M                     Temperature at 2 Meters (C) 
RH2M                    Relative Humidity at 2 Meters (%) 
CLOUD_AMT               Cloud Amount (%) 
ALLSKY_SFC_SW_DWN       All Sky Surface Shortwave Downward Irradiance (W/m^2) 
-END HEADER-
province,district,sub_district,village,approx_lat,approx_long,village_id,T2M,RH2M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,CLUSTER
SULAWESI UTARA,BOLAANG MONGONDOW,SANG TOMBOLANG,AYONG,0.83806875,123.8904583,1001,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,GIHANG,0.90197561,123.2371268,2324,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,KUALA UTARA,0.907924051,123.2833747,2323,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,BOROKO TIMUR,0.908172727,123.2709788,2322,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,KOMUS II,0.913028333,123.2039958,2321,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,MINAHASA,TOMBARIRI,KUMU,1.385601549,124.5898356,1367,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA,TOMBARIRI,TELING,1.403158101,124.6087482,1368,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA,TOMBARIRI,POOPOH,1.387589822,124.6289499,1369,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA,TOMBARIRI,RANOWANGKO,1.389209195,124.661187,1370,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA,TOMBARIRI,SENDUK,1.355828914,124.6775962,1371,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA,TOMBARIRI,PINASUNGKULAN,1.380788414,124.5785068,1372,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,INOMUNGA,0.91403913,123.2423261,2320,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,PONTAK,0.874655629,123.2716351,2319,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,MINAHASA,TOMBARIRI,BORGO,1.395349333,124.679868,1375,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,KUALA,0.901055696,123.2791139,2318,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,BIGO,0.902122222,123.2671111,2317,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,BOROKO,0.908045213,123.258433,2316,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,SOLO,0.936493609,123.2161587,2315,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,PAKU SELATAN,0.779775706,123.3170237,2314,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,KEIMANGA,0.89307451,123.3497657,2313,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,TANJUNG BUAYA,0.768137795,123.2891323,2312,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,TALAGA,0.904625352,123.2978704,2311,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,BOLANGITANG II,0.907779208,123.3106416,2310,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,BOLANGITANG I,0.908270588,123.3001224,2309,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,OLLOT II,0.82065948,123.3418468,2308,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,OLLOT I,0.875547368,123.3159132,2307,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,BOROKO UTARA,0.913946434,123.2663263,2325,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,WAKAT,0.813705978,123.3750598,2306,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,BIGO SELATAN,0.889719328,123.2603563,2326,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,INOMUNGA UTARA,0.937110169,123.2420797,2328,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,MINAHASA SELATAN,TUMPAAN,LELEMA,1.283567164,124.6498164,1875,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,TUMPAAN,POPONTOLEN,1.276994118,124.6284126,1874,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,TUMPAAN,MATANI,1.265072996,124.6117755,1873,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,DUINI,0.88007449,123.193202,2351,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,TUNTUNG TIMUR,0.870690076,123.2273603,2350,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,TAMBULANG PANTAI,0.920911538,123.1331788,2349,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,TAMBULANG TIMUR,0.910984685,123.1332486,2348,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,BUKO UTARA,0.921152273,123.1377773,2347,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,DALAPULI BARAT,0.907998374,123.1423894,2346,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,DALAPULI TIMUR,0.899699107,123.156392,2345,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,TUNTULOW UTARA,0.917780147,123.1174257,2344,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,PADANGO,0.870868919,123.1837932,2343,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,BATU BANTAYO,0.897188506,123.1255839,2342,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,BUSATO,0.878413855,123.1617151,2341,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,BUKO SELATAN,0.911256522,123.137463,2340,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,TANJUNG SIDUPA,0.944645008,123.1800169,2339,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,KAYU OGU,0.887664205,123.1351977,2338,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,TUNTULOW,0.904934646,123.1214173,2337,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,TOMBULANG,0.918673239,123.1277225,2336,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,DENGI,0.896854128,123.1759817,2335,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,BUKO,0.918303226,123.1423371,2334,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,DALAPULI,0.903179221,123.1471857,2333,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,BATU TAJAM,0.896331944,123.1644472,2332,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,TUNTUNG,0.868217004,123.213017,2331,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,KOMUS I,0.925001951,123.1951283,2330,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,SOLIGIR,0.851059877,123.2820562,2327,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,MINAHASA SELATAN,TUMPAAN,MUNTE,1.319896212,124.6637598,1877,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,TOTE,0.903190541,123.3443162,2305,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,LANGI,0.900384091,123.317228,2303,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,MINANGA,0.886079748,123.5750991,2271,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,BINTAUNA PANTAI,0.892690805,123.587608,2270,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,BATULINTIK,0.885122892,123.5615157,2269,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,TALAGA,0.883836667,123.5487033,2268,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,BUNIA,0.78196127,123.6017926,2267,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,PIMPI,0.868408861,123.5524152,2266,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,PADANG,0.880566071,123.5450411,2265,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,KUHANGA,0.878240449,123.5297685,2264,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,BINTAUNA,0.881104225,123.5521296,2261,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,SANGKUB EMPAT,0.877140678,123.6371305,2260,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,MOKUSATO,0.856086957,123.6509457,2259,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,MONOMPIA,0.831921154,123.6482481,2258,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,SANGKUB TIMUR,0.874219231,123.6569385,2257,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,SUKA MAKMUR,0.869116667,123.6770364,2256,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,AMPENG SEMBEKA,0.823948077,123.6562615,2255,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,BUSISINGO UTARA,0.89968866,123.5920227,2254,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,SANGKUB III,0.877298529,123.6287471,2253,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,SAMPIRO,0.873405952,123.6687321,2252,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,SIDODADI,0.843986076,123.6614823,2251,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,SANGKUB II,0.878291071,123.6415357,2250,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,PANGKUSA,0.842438372,123.6308483,2249,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,TOMBOLANGO,0.870505833,123.6150083,2248,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,SANG TOMBOLANG,0.847290244,123.6806577,2247,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,BUSISINGO,0.88062948,123.6011908,2246,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB,SANGKUB I,0.873779104,123.6481716,2245,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,KOPI,0.776878788,123.6563585,2272,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,IYOK,0.9025568,123.3294288,2304,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,VOA'A,0.883771795,123.5400513,2273,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,VAHUTA,0.802995833,123.6764833,2276,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,BOLANGITANG,0.904231776,123.3099402,2302,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,TALAGA TOMOAGU,0.895086813,123.2983846,2301,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,JAMBUSARANG,0.892214173,123.3064866,2300,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,SONUO,0.882755814,123.3110093,2299,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,OLLOT,0.814327236,123.2895821,2298,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG BARAT,PAKU,0.858318033,123.3309164,2297,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,SALEO SATU,0.827812185,123.4131416,2296,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,NAGARA,0.875413043,123.5060081,2295,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,TANJUNG LABOU,0.891982308,123.4277538,2294,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,LIPU BOGU,0.878635043,123.4453692,2292,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,MOKODITEK I,0.875558537,123.3813829,2291,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,BINJEITA II,0.88726875,123.4727094,2290,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,BINJEITA I,0.819675134,123.4766158,2289,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,BOHABAK IV,0.795125591,123.4446354,2288,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,BOHABAK III,0.879644954,123.4604367,2287,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,BINUANGA,0.756179167,123.4238423,2286,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,BIONTONG II,0.784817402,123.5021958,2285,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,BIONTONG I,0.789392391,123.5166627,2284,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,BIONTONG,0.791175146,123.492907,2283,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,BINJEITA,0.82531054,123.4716869,2282,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,BOHABAK II,0.824389773,123.4524494,2281,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,BOHABAK I,0.891514474,123.4523605,2280,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,SALEO,0.757530119,123.4168822,2279,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,NUNUKA,0.872452252,123.3945423,2278,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANGITANG TIMUR,MOKODITEK,0.902316667,123.3752308,2277,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,PADANG BARAT,0.866368944,123.543559,2275,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,MINAHASA SELATAN,TUMPAAN,MATANI SATU,1.258052679,124.6227554,1879,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,KOMUS DUA TIMUR,0.905389362,123.2262904,2329,27.90683333333333,78.1735,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,TUYAT,0.886941429,124.05905,1071,28.261166666666668,76.96266666666666,78.70016666666669,218.7791666666667,1
SULAWESI UTARA,MINAHASA SELATAN,TATAPAAN,PASLATEN SATU,1.291126829,124.5889494,1943,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,TATAPAAN,RAPRAP,1.364203448,124.5686603,1942,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,TATAPAAN,PUNGKOL,1.338370185,124.5350702,1941,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,TATAPAAN,SONDAKEN,1.357518817,124.5496075,1940,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,TATAPAAN,WAWONTULAP,1.309770839,124.5291319,1939,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,TATAPAAN,POPARENG,1.287903947,124.5334013,1938,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,TATAPAAN,WAWONA,1.312994545,124.5621291,1937,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,TATAPAAN,BAJO,1.277696457,124.564115,1936,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,TATAPAAN,SULU,1.291054098,124.6203689,1935,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,TATAPAAN,PASLATEN,1.27933012,124.5998361,1934,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,BOLAANG MONGONDOW,SANG TOMBOLANG,BOLANGAT TIMUR,0.751702581,123.8373007,1012,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW,SANG TOMBOLANG,PANGI TIMUR,0.837423101,123.7422677,1011,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW,SANG TOMBOLANG,PASIR PUTIH,0.781001885,123.7391714,1010,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW,SANG TOMBOLANG,BATU MERAH,0.766105486,123.7776105,1009,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW,SANG TOMBOLANG,PANGI,0.836338341,123.7017016,1006,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW,SANG TOMBOLANG,DOMISIL MOONOW,0.811557626,123.724242,1005,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW,SANG TOMBOLANG,MAELANG,0.777226227,123.7596285,1004,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,MINAHASA SELATAN,TATAPAAN,ARAKAN,1.375365753,124.5538904,1944,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,SULUUN TARERAN,SULUUN DUA,1.278865625,124.6804667,1963,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,SULUUN TARERAN,PINAPALANGKOW,1.267573203,124.677649,1966,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,MINAHASA SELATAN,SULUUN TARERAN,KAPOYA,1.259851656,124.6662987,1967,28.377499999999987,77.26233333333332,77.22916666666669,223.30866666666665,1
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,PINOGALUM TIMUR,0.838929714,124.0037414,1079,28.261166666666668,76.96266666666666,78.70016666666669,218.7791666666667,1
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,MONGKOINIT BARAT,0.861028675,123.9892336,1080,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,DULANGAN,0.849903958,123.9920799,1081,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,PADANG LALOW,0.87331136,124.0328513,1082,28.261166666666668,76.96266666666666,78.70016666666669,218.7791666666667,1
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,LOLAK TAMBOLANGO,0.874387166,124.0198332,1073,28.261166666666668,76.96266666666666,78.70016666666669,218.7791666666667,1
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,PINDOLILI,0.828959524,124.0135968,1072,28.261166666666668,76.96266666666666,78.70016666666669,218.7791666666667,1
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,BATURAPA,0.835689855,123.9770681,1070,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,BUMBUNG,0.799772222,123.8992903,1069,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW,SANG TOMBOLANG,BOLANGAT,0.834865263,123.8462253,1003,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK,BUNTALO,0.83528956,123.9086819,1068,28.261166666666668,76.96266666666666,73.52666666666666,219.2941666666666,1
